Adversary,Technique,Technique ID,SubTechnique,Data Source,API_ID
APT30,Malicious File,T1204.002,User Execution,Application Log: Application Log Content,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
APT30,Malicious File,T1204.002,User Execution,Container: Container Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
APT30,Malicious File,T1204.002,User Execution,Image: Image Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Thrip,Exfiltration Over Unencrypted Non-C2 Protocol,T1048.003,Exfiltration Over Alternative Protocol,Network Traffic: Network Traffic Content,attack-pattern--a19e86f8-1c0a-4fea-8407-23b73d615776
Thrip,Exfiltration Over Unencrypted Non-C2 Protocol,T1048.003,Exfiltration Over Alternative Protocol,Cloud Storage: Cloud Storage Access,attack-pattern--a19e86f8-1c0a-4fea-8407-23b73d615776
Thrip,Exfiltration Over Unencrypted Non-C2 Protocol,T1048.003,Exfiltration Over Alternative Protocol,Network Traffic: Network Connection Creation,attack-pattern--a19e86f8-1c0a-4fea-8407-23b73d615776
Thrip,Exfiltration Over Unencrypted Non-C2 Protocol,T1048.003,Exfiltration Over Alternative Protocol,Application Log: Application Log Content,attack-pattern--a19e86f8-1c0a-4fea-8407-23b73d615776
Thrip,Exfiltration Over Unencrypted Non-C2 Protocol,T1048.003,Exfiltration Over Alternative Protocol,File: File Access,attack-pattern--a19e86f8-1c0a-4fea-8407-23b73d615776
Thrip,Exfiltration Over Unencrypted Non-C2 Protocol,T1048.003,Exfiltration Over Alternative Protocol,Network Traffic: Network Traffic Flow,attack-pattern--a19e86f8-1c0a-4fea-8407-23b73d615776
Thrip,Exfiltration Over Unencrypted Non-C2 Protocol,T1048.003,Exfiltration Over Alternative Protocol,Command: Command Execution,attack-pattern--a19e86f8-1c0a-4fea-8407-23b73d615776
Thrip,PowerShell,T1059.001,Command and Scripting Interpreter,Module: Module Load,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
Thrip,PowerShell,T1059.001,Command and Scripting Interpreter,Process: Process Metadata,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
Thrip,PowerShell,T1059.001,Command and Scripting Interpreter,Command: Command Execution,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
Thrip,PowerShell,T1059.001,Command and Scripting Interpreter,Process: Process Creation,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
Thrip,PowerShell,T1059.001,Command and Scripting Interpreter,Script: Script Execution,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
Thrip,Tool,T1588.002,Obtain Capabilities,Malware Repository: Malware Metadata,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
Thrip,Tool,T1588.002,Obtain Capabilities,Malware Repository: Malware Content,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
Thrip,Tool,T1588.002,Obtain Capabilities,Certificate: Certificate Registration,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
Thrip,Tool,T1588.002,Obtain Capabilities,Internet Scan: Response Content,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
Carbanak,Tool,T1588.002,Obtain Capabilities,Malware Repository: Malware Metadata,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
Carbanak,Tool,T1588.002,Obtain Capabilities,Malware Repository: Malware Content,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
Carbanak,Tool,T1588.002,Obtain Capabilities,Certificate: Certificate Registration,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
Carbanak,Tool,T1588.002,Obtain Capabilities,Internet Scan: Response Content,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
Carbanak,Valid Accounts,T1078,Default Accounts,User Account: User Account Authentication,attack-pattern--6151cbea-819b-455a-9fa6-99a1cc58797d
Carbanak,Valid Accounts,T1078,Default Accounts,Logon Session: Logon Session Creation,attack-pattern--6151cbea-819b-455a-9fa6-99a1cc58797d
Carbanak,Valid Accounts,T1078,Domain Accounts,User Account: User Account Authentication,attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f
Carbanak,Valid Accounts,T1078,Domain Accounts,Logon Session: Logon Session Creation,attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f
Carbanak,Valid Accounts,T1078,Domain Accounts,Logon Session: Logon Session Metadata,attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f
Carbanak,Valid Accounts,T1078,Cloud Accounts,Logon Session: Logon Session Metadata,attack-pattern--f232fa7a-025c-4d43-abc7-318e81a73d65
Carbanak,Valid Accounts,T1078,Cloud Accounts,Logon Session: Logon Session Creation,attack-pattern--f232fa7a-025c-4d43-abc7-318e81a73d65
Carbanak,Valid Accounts,T1078,Cloud Accounts,User Account: User Account Authentication,attack-pattern--f232fa7a-025c-4d43-abc7-318e81a73d65
Carbanak,Valid Accounts,T1078,Local Accounts,Logon Session: Logon Session Metadata,attack-pattern--fdc47f44-dd32-4b99-af5f-209f556f63c2
Carbanak,Valid Accounts,T1078,Local Accounts,User Account: User Account Authentication,attack-pattern--fdc47f44-dd32-4b99-af5f-209f556f63c2
Carbanak,Valid Accounts,T1078,Local Accounts,Logon Session: Logon Session Creation,attack-pattern--fdc47f44-dd32-4b99-af5f-209f556f63c2
Carbanak,Rundll32,T1218.011,System Binary Proxy Execution,Network Traffic: Network Connection Creation,attack-pattern--457c7820-d331-465a-915e-42f85500ccc4
Carbanak,Rundll32,T1218.011,System Binary Proxy Execution,File: File Creation,attack-pattern--457c7820-d331-465a-915e-42f85500ccc4
Carbanak,Rundll32,T1218.011,System Binary Proxy Execution,Command: Command Execution,attack-pattern--457c7820-d331-465a-915e-42f85500ccc4
Carbanak,Rundll32,T1218.011,System Binary Proxy Execution,Process: Process Creation,attack-pattern--457c7820-d331-465a-915e-42f85500ccc4
Carbanak,Rundll32,T1218.011,System Binary Proxy Execution,Process: OS API Execution,attack-pattern--457c7820-d331-465a-915e-42f85500ccc4
Carbanak,Rundll32,T1218.011,System Binary Proxy Execution,Windows Registry: Windows Registry Key Modification,attack-pattern--457c7820-d331-465a-915e-42f85500ccc4
Carbanak,Rundll32,T1218.011,System Binary Proxy Execution,Module: Module Load,attack-pattern--457c7820-d331-465a-915e-42f85500ccc4
Carbanak,Masquerade Task or Service,T1036.004,Masquerading,Process: Process Metadata,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
Carbanak,Masquerade Task or Service,T1036.004,Masquerading,Scheduled Job: Scheduled Job Modification,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
Carbanak,Masquerade Task or Service,T1036.004,Masquerading,File: File Modification,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
Carbanak,Masquerade Task or Service,T1036.004,Masquerading,Scheduled Job: Scheduled Job Metadata,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
Carbanak,Masquerade Task or Service,T1036.004,Masquerading,Service: Service Creation,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
Carbanak,Masquerade Task or Service,T1036.004,Masquerading,Service: Service Metadata,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
Carbanak,Masquerade Task or Service,T1036.004,Masquerading,Command: Command Execution,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
Carbanak,Masquerade Task or Service,T1036.004,Masquerading,File: File Metadata,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
Carbanak,Masquerade Task or Service,T1036.004,Masquerading,Image: Image Metadata,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
Carbanak,Disable or Modify System Firewall,T1562.004,Impair Defenses,Driver: Driver Load,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Carbanak,Disable or Modify System Firewall,T1562.004,Impair Defenses,Script: Script Execution,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Carbanak,Disable or Modify System Firewall,T1562.004,Impair Defenses,User Account: User Account Modification,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Carbanak,Disable or Modify System Firewall,T1562.004,Impair Defenses,Firewall: Firewall Disable,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Carbanak,Disable or Modify System Firewall,T1562.004,Impair Defenses,Cloud Service: Cloud Service Modification,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Carbanak,Disable or Modify System Firewall,T1562.004,Impair Defenses,Cloud Service: Cloud Service Disable,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Carbanak,Disable or Modify System Firewall,T1562.004,Impair Defenses,Command: Command Execution,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Carbanak,Disable or Modify System Firewall,T1562.004,Impair Defenses,Firewall: Firewall Rule Modification,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Carbanak,Disable or Modify System Firewall,T1562.004,Impair Defenses,Service: Service Metadata,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Carbanak,Disable or Modify System Firewall,T1562.004,Impair Defenses,Process: Process Creation,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Carbanak,Disable or Modify System Firewall,T1562.004,Impair Defenses,Windows Registry: Windows Registry Key Deletion,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Carbanak,Disable or Modify System Firewall,T1562.004,Impair Defenses,Process: Process Termination,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Carbanak,Disable or Modify System Firewall,T1562.004,Impair Defenses,Windows Registry: Windows Registry Key Modification,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Carbanak,Disable or Modify System Firewall,T1562.004,Impair Defenses,Sensor Health: Host Status,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Carbanak,Bidirectional Communication,T1102.002,Web Service,Network Traffic: Network Connection Creation,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665
Carbanak,Bidirectional Communication,T1102.002,Web Service,Network Traffic: Network Traffic Content,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665
Carbanak,Bidirectional Communication,T1102.002,Web Service,Network Traffic: Network Traffic Flow,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665
Carbanak,Windows Service,T1543.003,Create or Modify System Process,Windows Registry: Windows Registry Key Modification,attack-pattern--106c0cf6-bf73-4601-9aa8-0945c2715ec5
Carbanak,Windows Service,T1543.003,Create or Modify System Process,File: File Modification,attack-pattern--106c0cf6-bf73-4601-9aa8-0945c2715ec5
Carbanak,Windows Service,T1543.003,Create or Modify System Process,Service: Service Creation,attack-pattern--106c0cf6-bf73-4601-9aa8-0945c2715ec5
Carbanak,Windows Service,T1543.003,Create or Modify System Process,Windows Registry: Windows Registry Key Creation,attack-pattern--106c0cf6-bf73-4601-9aa8-0945c2715ec5
Carbanak,Windows Service,T1543.003,Create or Modify System Process,Process: OS API Execution,attack-pattern--106c0cf6-bf73-4601-9aa8-0945c2715ec5
Carbanak,Windows Service,T1543.003,Create or Modify System Process,Process: Process Creation,attack-pattern--106c0cf6-bf73-4601-9aa8-0945c2715ec5
Carbanak,Windows Service,T1543.003,Create or Modify System Process,Driver: Driver Load,attack-pattern--106c0cf6-bf73-4601-9aa8-0945c2715ec5
Carbanak,Windows Service,T1543.003,Create or Modify System Process,Command: Command Execution,attack-pattern--106c0cf6-bf73-4601-9aa8-0945c2715ec5
Carbanak,Windows Service,T1543.003,Create or Modify System Process,File: File Creation,attack-pattern--106c0cf6-bf73-4601-9aa8-0945c2715ec5
Carbanak,Windows Service,T1543.003,Create or Modify System Process,Service: Service Modification,attack-pattern--106c0cf6-bf73-4601-9aa8-0945c2715ec5
Carbanak,Match Legitimate Name or Location,T1036.005,Masquerading,Process: Process Metadata,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
Carbanak,Match Legitimate Name or Location,T1036.005,Masquerading,Scheduled Job: Scheduled Job Modification,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
Carbanak,Match Legitimate Name or Location,T1036.005,Masquerading,File: File Modification,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
Carbanak,Match Legitimate Name or Location,T1036.005,Masquerading,Scheduled Job: Scheduled Job Metadata,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
Carbanak,Match Legitimate Name or Location,T1036.005,Masquerading,Service: Service Creation,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
Carbanak,Match Legitimate Name or Location,T1036.005,Masquerading,Service: Service Metadata,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
Carbanak,Match Legitimate Name or Location,T1036.005,Masquerading,Command: Command Execution,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
Carbanak,Match Legitimate Name or Location,T1036.005,Masquerading,File: File Metadata,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
Carbanak,Match Legitimate Name or Location,T1036.005,Masquerading,Image: Image Metadata,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
RTM,Malicious File,T1204.002,User Execution,Network Traffic: Network Connection Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
RTM,Malicious File,T1204.002,User Execution,Container: Container Start,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
RTM,Malicious File,T1204.002,User Execution,File: File Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
RTM,Malicious File,T1204.002,User Execution,Command: Command Execution,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
RTM,Malicious File,T1204.002,User Execution,Network Traffic: Network Traffic Content,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
RTM,Malicious File,T1204.002,User Execution,Process: Process Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
RTM,Malicious File,T1204.002,User Execution,Instance: Instance Start,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
RTM,Malicious File,T1204.002,User Execution,Instance: Instance Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
RTM,Malicious File,T1204.002,User Execution,Application Log: Application Log Content,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
RTM,Malicious File,T1204.002,User Execution,Container: Container Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
RTM,Malicious File,T1204.002,User Execution,Image: Image Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
RTM,DLL Search Order Hijacking,T1574.001,Hijack Execution Flow,Service: Service Metadata,attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6
RTM,DLL Search Order Hijacking,T1574.001,Hijack Execution Flow,Command: Command Execution,attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6
RTM,DLL Search Order Hijacking,T1574.001,Hijack Execution Flow,File: File Modification,attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6
RTM,DLL Search Order Hijacking,T1574.001,Hijack Execution Flow,Process: Process Creation,attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6
RTM,DLL Search Order Hijacking,T1574.001,Hijack Execution Flow,Module: Module Load,attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6
RTM,DLL Search Order Hijacking,T1574.001,Hijack Execution Flow,File: File Creation,attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6
RTM,DLL Search Order Hijacking,T1574.001,Hijack Execution Flow,Windows Registry: Windows Registry Key Modification,attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6
RTM,Registry Run Keys / Startup Folder,T1547.001,Boot or Logon Autostart Execution,File: File Modification,attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf
RTM,Registry Run Keys / Startup Folder,T1547.001,Boot or Logon Autostart Execution,File: File Creation,attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf
RTM,Registry Run Keys / Startup Folder,T1547.001,Boot or Logon Autostart Execution,Process: OS API Execution,attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf
RTM,Registry Run Keys / Startup Folder,T1547.001,Boot or Logon Autostart Execution,Windows Registry: Windows Registry Key Modification,attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf
RTM,Registry Run Keys / Startup Folder,T1547.001,Boot or Logon Autostart Execution,Driver: Driver Load,attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf
RTM,Registry Run Keys / Startup Folder,T1547.001,Boot or Logon Autostart Execution,Module: Module Load,attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf
RTM,Registry Run Keys / Startup Folder,T1547.001,Boot or Logon Autostart Execution,Process: Process Creation,attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf
RTM,Registry Run Keys / Startup Folder,T1547.001,Boot or Logon Autostart Execution,Windows Registry: Windows Registry Key Creation,attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf
RTM,Registry Run Keys / Startup Folder,T1547.001,Boot or Logon Autostart Execution,Command: Command Execution,attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf
RTM,Registry Run Keys / Startup Folder,T1547.001,Boot or Logon Autostart Execution,Kernel: Kernel Module Load,attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf
RTM,Dead Drop Resolver,T1102.001,Web Service,Network Traffic: Network Connection Creation,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665
RTM,Dead Drop Resolver,T1102.001,Web Service,Network Traffic: Network Traffic Content,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665
RTM,Dead Drop Resolver,T1102.001,Web Service,Network Traffic: Network Traffic Flow,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665
RTM,Spearphishing Attachment,T1566.001,Phishing,Application Log: Application Log Content,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b
RTM,Spearphishing Attachment,T1566.001,Phishing,File: File Creation,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b
RTM,Spearphishing Attachment,T1566.001,Phishing,Network Traffic: Network Traffic Content,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b
RTM,Spearphishing Attachment,T1566.001,Phishing,Network Traffic: Network Traffic Flow,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b
POLONIUM,Exfiltration to Cloud Storage,T1567.002,Exfiltration Over Web Service,Network Traffic: Network Connection Creation,attack-pattern--40597f16-0963-4249-bf4c-ac93b7fb9807
POLONIUM,Exfiltration to Cloud Storage,T1567.002,Exfiltration Over Web Service,Command: Command Execution,attack-pattern--40597f16-0963-4249-bf4c-ac93b7fb9807
POLONIUM,Exfiltration to Cloud Storage,T1567.002,Exfiltration Over Web Service,Network Traffic: Network Traffic Flow,attack-pattern--40597f16-0963-4249-bf4c-ac93b7fb9807
POLONIUM,Exfiltration to Cloud Storage,T1567.002,Exfiltration Over Web Service,Network Traffic: Network Traffic Content,attack-pattern--40597f16-0963-4249-bf4c-ac93b7fb9807
POLONIUM,Exfiltration to Cloud Storage,T1567.002,Exfiltration Over Web Service,File: File Access,attack-pattern--40597f16-0963-4249-bf4c-ac93b7fb9807
POLONIUM,Valid Accounts,T1078,Default Accounts,User Account: User Account Authentication,attack-pattern--6151cbea-819b-455a-9fa6-99a1cc58797d
POLONIUM,Valid Accounts,T1078,Default Accounts,Logon Session: Logon Session Creation,attack-pattern--6151cbea-819b-455a-9fa6-99a1cc58797d
POLONIUM,Valid Accounts,T1078,Domain Accounts,User Account: User Account Authentication,attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f
POLONIUM,Valid Accounts,T1078,Domain Accounts,Logon Session: Logon Session Creation,attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f
POLONIUM,Valid Accounts,T1078,Domain Accounts,Logon Session: Logon Session Metadata,attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f
POLONIUM,Valid Accounts,T1078,Cloud Accounts,Logon Session: Logon Session Metadata,attack-pattern--f232fa7a-025c-4d43-abc7-318e81a73d65
POLONIUM,Valid Accounts,T1078,Cloud Accounts,Logon Session: Logon Session Creation,attack-pattern--f232fa7a-025c-4d43-abc7-318e81a73d65
POLONIUM,Valid Accounts,T1078,Cloud Accounts,User Account: User Account Authentication,attack-pattern--f232fa7a-025c-4d43-abc7-318e81a73d65
POLONIUM,Valid Accounts,T1078,Local Accounts,Logon Session: Logon Session Metadata,attack-pattern--fdc47f44-dd32-4b99-af5f-209f556f63c2
POLONIUM,Valid Accounts,T1078,Local Accounts,User Account: User Account Authentication,attack-pattern--fdc47f44-dd32-4b99-af5f-209f556f63c2
POLONIUM,Valid Accounts,T1078,Local Accounts,Logon Session: Logon Session Creation,attack-pattern--fdc47f44-dd32-4b99-af5f-209f556f63c2
POLONIUM,Bidirectional Communication,T1102.002,Web Service,Network Traffic: Network Connection Creation,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665
POLONIUM,Bidirectional Communication,T1102.002,Web Service,Network Traffic: Network Traffic Content,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665
POLONIUM,Bidirectional Communication,T1102.002,Web Service,Network Traffic: Network Traffic Flow,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665
POLONIUM,Proxy,T1090,External Proxy,Network Traffic: Network Traffic Flow,attack-pattern--69b8fd78-40e8-4600-ae4d-662c9d7afdb3
POLONIUM,Proxy,T1090,External Proxy,Network Traffic: Network Traffic Content,attack-pattern--69b8fd78-40e8-4600-ae4d-662c9d7afdb3
POLONIUM,Proxy,T1090,External Proxy,Network Traffic: Network Connection Creation,attack-pattern--69b8fd78-40e8-4600-ae4d-662c9d7afdb3
POLONIUM,Proxy,T1090,Multi-hop Proxy,Network Traffic: Network Traffic Flow,attack-pattern--a782ebe2-daba-42c7-bc82-e8e9d923162d
POLONIUM,Proxy,T1090,Multi-hop Proxy,Network Traffic: Network Traffic Content,attack-pattern--a782ebe2-daba-42c7-bc82-e8e9d923162d
POLONIUM,Proxy,T1090,Multi-hop Proxy,Network Traffic: Network Connection Creation,attack-pattern--a782ebe2-daba-42c7-bc82-e8e9d923162d
POLONIUM,Proxy,T1090,Domain Fronting,Network Traffic: Network Traffic Content,attack-pattern--ca9d3402-ada3-484d-876a-d717bd6e05f2
POLONIUM,Proxy,T1090,Internal Proxy,Network Traffic: Network Connection Creation,attack-pattern--f6dacc85-b37d-458e-b58d-74fc4bbf5755
POLONIUM,Proxy,T1090,Internal Proxy,Network Traffic: Network Traffic Content,attack-pattern--f6dacc85-b37d-458e-b58d-74fc4bbf5755
POLONIUM,Proxy,T1090,Internal Proxy,Network Traffic: Network Traffic Flow,attack-pattern--f6dacc85-b37d-458e-b58d-74fc4bbf5755
POLONIUM,Tool,T1588.002,Obtain Capabilities,Malware Repository: Malware Metadata,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
POLONIUM,Tool,T1588.002,Obtain Capabilities,Malware Repository: Malware Content,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
POLONIUM,Tool,T1588.002,Obtain Capabilities,Certificate: Certificate Registration,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
POLONIUM,Tool,T1588.002,Obtain Capabilities,Internet Scan: Response Content,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
POLONIUM,Web Services,T1583.006,Acquire Infrastructure,Internet Scan: Response Metadata,attack-pattern--0458aab9-ad42-4eac-9e22-706a95bafee2
POLONIUM,Web Services,T1583.006,Acquire Infrastructure,Domain Name: Active DNS,attack-pattern--0458aab9-ad42-4eac-9e22-706a95bafee2
POLONIUM,Web Services,T1583.006,Acquire Infrastructure,Internet Scan: Response Content,attack-pattern--0458aab9-ad42-4eac-9e22-706a95bafee2
POLONIUM,Web Services,T1583.006,Acquire Infrastructure,Domain Name: Domain Registration,attack-pattern--0458aab9-ad42-4eac-9e22-706a95bafee2
POLONIUM,Web Services,T1583.006,Acquire Infrastructure,Domain Name: Passive DNS,attack-pattern--0458aab9-ad42-4eac-9e22-706a95bafee2
admin@338,Windows Command Shell,T1059.003,Command and Scripting Interpreter,Module: Module Load,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
admin@338,Windows Command Shell,T1059.003,Command and Scripting Interpreter,Process: Process Metadata,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
admin@338,Windows Command Shell,T1059.003,Command and Scripting Interpreter,Command: Command Execution,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
admin@338,Windows Command Shell,T1059.003,Command and Scripting Interpreter,Process: Process Creation,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
admin@338,Windows Command Shell,T1059.003,Command and Scripting Interpreter,Script: Script Execution,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
admin@338,Local Account,T1087.001,Account Discovery,Process: Process Creation,attack-pattern--72b74d71-8169-42aa-92e0-e7b04b9f5a08
admin@338,Local Account,T1087.001,Account Discovery,File: File Access,attack-pattern--72b74d71-8169-42aa-92e0-e7b04b9f5a08
admin@338,Local Account,T1087.001,Account Discovery,Command: Command Execution,attack-pattern--72b74d71-8169-42aa-92e0-e7b04b9f5a08
admin@338,Malicious File,T1204.002,User Execution,Network Traffic: Network Connection Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
admin@338,Malicious File,T1204.002,User Execution,Container: Container Start,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
admin@338,Malicious File,T1204.002,User Execution,File: File Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
admin@338,Malicious File,T1204.002,User Execution,Command: Command Execution,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
admin@338,Malicious File,T1204.002,User Execution,Network Traffic: Network Traffic Content,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
admin@338,Malicious File,T1204.002,User Execution,Process: Process Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
admin@338,Malicious File,T1204.002,User Execution,Instance: Instance Start,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
admin@338,Malicious File,T1204.002,User Execution,Instance: Instance Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
admin@338,Malicious File,T1204.002,User Execution,Application Log: Application Log Content,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
admin@338,Malicious File,T1204.002,User Execution,Container: Container Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
admin@338,Malicious File,T1204.002,User Execution,Image: Image Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
admin@338,Match Legitimate Name or Location,T1036.005,Masquerading,Process: Process Metadata,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
admin@338,Match Legitimate Name or Location,T1036.005,Masquerading,Scheduled Job: Scheduled Job Modification,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
admin@338,Match Legitimate Name or Location,T1036.005,Masquerading,File: File Modification,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
admin@338,Match Legitimate Name or Location,T1036.005,Masquerading,Scheduled Job: Scheduled Job Metadata,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
admin@338,Match Legitimate Name or Location,T1036.005,Masquerading,Service: Service Creation,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
admin@338,Match Legitimate Name or Location,T1036.005,Masquerading,Service: Service Metadata,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
